"Fuente","Titulo","Año","Abstract","Palabras_clave","Fecha_busqueda"
"PubMed","Evaluation of the Effect of Local Anesthesia for Dental Treatment on Physiological Parameters and Recovery Outcomes in Children Undergoing Dental Treatment Under General Anesthesia.","2025",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Plasma proteomic markers of pain and emotional dysfunction in fibrous dysplasia/McCune-Albright syndrome.","2025 Dec",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","[Clinical study on hemodynamics and analgesic effect of local infiltration anesthesia in the treatment of severe early childhood caries under general anesthesia].","2025 Aug 1",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Effect of needle bevel type on pain perception in children during inferior alveolar nerve block anesthesia: randomized controlled clinical trial.","2025 Sep 2",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Pain experience and behavior management: efficacy of photobiomodulation as an adjunct to local anesthesia in MIH patients-a randomized split-mouth clinical study.","2025",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Diagnosis and management of traumatic injuries in pediatric patients secondary to dental local anesthesia: A systematic review.","2025 Aug 26",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Dermabrasion Using Surface Anesthesia for Post-Cleft Lip Surgery Scars.","2025 Jul",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Endocarditis prophylaxis in children and adolescents: indications in consideration of the dental treatment setting.","2025 Aug 21",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Optimal timing for assessing post-intensive care syndrome in clinical research: a scoping review and expert survey.","2025 Aug 18",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Effect of photo-bio-modulation on pain perception with inferior alveolar nerve block among children: A split mouth study.","2025",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","General anesthesia during dental treatment in a pediatric patient with Fontan circulation using a minimally invasive cardiac output monitoring device.","2025 Aug",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Fibrous dysplasia/McCune-Albright syndrome: state-of-the-art advances, pathogenesis, and basic/translational research.","2025 Aug 8",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Comparison of Children's Preferences for Dental Injectors and Their Impact on Cooperation During Local Anesthesia Injection: An Observational Study.","2025 Jun",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","A Comparative Study on Pain Perception in Children, After Application of Pre-Cooled and Plain Topical Anaesthetic Gel During Local Anaesthetic Administration-A Parallel Three-Arm Randomised Control Trial.","2025 Jun 30",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","SAFETY AND EFFICACY OF DEXMEDETOMIDINE-KETAMINE COMBINATION VS DEXMEDETOMIDINE ALONE FOR PEDIATRIC DENTAL SEDATION: A SYSTEMATIC REVIEW AND META-ANALYSIS.","2025 Sep",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Longitudinal transcriptomic and epigenetic analysis of the blood in two astronauts.","2025 Jul 26",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Procedural Pain Management in Patients with Cerebral Palsy Undergoing Botulinum Toxin Injection: A Systematic Review and Meta-Analysis.","2025 Jun 22",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Comparison of Intraosseous and Conventional Dental Anesthesia in Children-A Scoping Review.","2025 Jul 18",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Swedish dentists' use of pharmacological pain management in children: a survey.","2025 Jul 16",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","The role of photobiomodulation in minimizing pain during dental injections in adults and children: a systematic review and meta-analysis.","2025 Jul 16",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Challenges in Management of Compromised First Permanent Molar With Pathologic Perforation and Periapical Lesion in a 10-Year-Old Boy: A Case Report.","2025 Jun",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Infraorbital Swelling Induced by an Inadvertent Local Anesthesia Technique in a Six-Year-Old Female Child: A Clinical Case Report.","2025 Jun",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Pain Management and Parafunctional Activity Secondary to Local Anesthesia in Children 4-12 Years Old-A Retrospective Study.","2025 Jun 30",NA,"(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:25:56.450579"
"PubMed","Melatonin versus midazolam in the premedication of anxious children attending for elective surgery under general anaesthesia: the MAGIC non-inferiority RCT.","2025 Jul","1. Health Technol Assess. 2025 Jul;29(29):1-25. doi: 10.3310/CWKF1987.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Evaluating the Effectiveness of Virtual Reality in Reducing Dental Anxiety in Children Aged 6-12: A Randomized Clinical Trial.","2025 Nov","Melatonin versus midazolam in the premedication of anxious children attending 
for elective surgery under general anaesthesia: the MAGIC non-inferiority RCT.","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
"PubMed","Puppet play therapy in emergency pediatric dental clinic. A randomized clinical trial.","2025 Jul 2","Deery C(1), Bolt R(1), Papaioannou D(2), Wilson M(3), Hyslop M(2), Herbert E(2), 
Totton N(2), Marshman Z(1), Young T(3), Kettle J(1), Albadri S(4), Atkins S(1), 
Biggs K(2), Clarkson J(5), Evans C(6), Flight L(3), Gath J(7), Gilchrist F(1), 
Hutchence K(2), Ireland N(8), Loban A(2), Norrington A(9), Paton H(10), Ray 
J(11), Rodd H(1), Sheldon E(2), Simmonds R(2), Vernazza C(12).","(dental anesthetic OR dental anaesthetic OR dental anesthesia OR dental anaesthesia) AND (paediatric OR pediatric OR child OR children) AND pain","2025-11-06 12:26:00.184935"
